Unnamed: 0.1,Unnamed: 0,id,domain,type,url,content,scraped_at,inserted_at,updated_at,title,authors,keywords,meta_keywords,meta_description,tags,summary
128,128,21203,beforeitsnews.com,fake,http://beforeitsnews.com/celebrities/2014/07/beyonce-validates-cheating-rumors-2465534.html,"beyoncé validates cheating rumors headline bitcoin blockchain searches exceed trump ! blockchain stocks next ! beyoncé confirm fans jay z cheated ohio stint run tour ? check video signs lead “ yes ! ” unlike average press release many celebrities release “ trouble paradise ” beyoncé took stage rumors flying around internet several weeks alleging jay z cheated wife also suggested , jay bey dreading run tour cancelling option decided put “ business usual ” faces jobs someone close said jay z given beyoncé unlimited access emails text messages hopes calming situation keeping peace ; time tell enough keep queen side",2018-01-25 16:17:44.789555,2018-02-02 01:19:41.756632,2018-02-02 01:19:41.756664,Beyoncé Validates Cheating Rumors,,,[''],,,
69,69,11741,canadafreepress.com,conspiracy,http://canadafreepress.com/members/1/JimBray/55/P700,"jim bray jim reached jim publishes technofile magazine jim affiliate automobile journalists association canada careers included journalist , technology retailer , video store pioneer , syndicated columnist ; biweekly column cbc radio one 's business networkjim reached [ email protected ] older articles jim bray recent articles jim bray jun 29 , 2008 — jim bray among us ’ found one time another possession sensitive documents ’ wise caught ? jun 16 , 2008 — jim bray take world class cars one germany ’ top marques , add day road course race track learning honing driving skills , ? jun 14 , 2008 — jim bray everything could ask , including kitschy sync jun 14 , 2008 — jim bray nifty way add reality gaming experience , another way evil capitalists make obscene profits backs downtrodden masses ? jun 14 , 2008 — jim bray twenty grand burning hole pocket ’ like use buy couple audio speakers ? jun 2 , 2008 — jim bray grass finally rizzing area , ’ safe companies make outdoors-oriented stuff show latest wares without worrying excessively getting snowed jun 2 , 2008 — jim bray technology love hate , technology benign ’ ’ used makes either good bad , course good bad eye beholder may 23 , 2008 — jim bray ’ car nut buy game , get getting work done might well start looking marriage counselors phone book , ’ even full game ! may 23 , 2008 — jim bray could call 2008 acura tl type-s “ tl a-pl ” may 23 , 2008 — jim bray ’ thought state-of-the-art luxury sedan could schizophrenic ? may 22 , 2008 — jim bray a3 ’ small , ’ wagon , usually happens live audi spell , tore heartstrings give back may 22 , 2008 — jim bray unit drove may pretty “ light ice blue metallic ” color , escape hybrid green may 19 , 2008 — jim bray looks oppo digital done company ’ new flagship dvd player builds success previous models , adding new capabilities even better quality mix may , 2008 — jim bray days wow flutter back ! may , 2008 — jim bray text messaging guru , fingers flying keypad , managing missive quickly voice thoughts ? apr 29 , 2008 — jim bray called “ catch vibe ” challenge , definitely challenging apr 29 , 2008 — jim bray ’ even better garden variety honda civic ? gas-sipping hybrid souped , luxurious version apr 29 , 2008 — jim bray though name may inspired high flying world aviation , honda ’ pilot suv decidedly down-to-earth vehicle though may come tad bland , ’ really straightward , nonsense imagining eight passenger suv niche apr 27 , 2008 — jim bray watch adobe ! 14th version coreldraw suite applications , ottawa , canada-based company thrown gauntlet page layout , graphics creation manipulation application market apr 23 , 2008 — jim bray hd discs getting attractive end high def mat war leads blu-ray hardware software appearing , offering consumers ultimate picture sound quality",2018-01-25 16:17:44.789555,2018-02-02 01:19:41.756632,2018-02-02 01:19:41.756664,Jim Bray,"Because Without America, There Is No Free World.",,[''],,,
210,210,34422,beforeitsnews.com,fake,http://beforeitsnews.com/agriculture/2017/11/feed-amino-acids-market-competitive-landscape-and-regional-analysis-by-2017-2022-2455758.html,"feed amino acids market – competitive landscape regional analysis 2017-2022 % readers think story fact add two cents headline bitcoin blockchain searches exceed trump ! blockchain stocks next ! feed amino acids market estimated usd 537 billion 2017 projected grow cagr 44 % , reach usd 666 billion 2022 get sample copy feed amino acids market spread across 161 pages , profiling 13 companies supported 88 tables 53 figures available report http//wwwrnrmarketresearchcom/contacts/request-sample ? rname=50288 top companies analyzed feed amino acids market – adm ( us ) , sumitomo ( japan ) , evonik ( germany ) , cj cheiljedang ( south korea ) , ajinomoto co , inc ( tokyo ) , adisseo ( china ) , phibro ( us ) , meihua holdings ( china ) , kemin ( us ) , novus ( us ) , global bio-chem ( hong kong ) , sunrise nutrachem ( china ) asia pacific accounted largest share feed amino acids market 2016 owing thegrowing awareness among consumers regarding impact quality feed provided livestock animal-based products meat dairy products additionally , continuous modernization animal production techniques projected drive demand different types feed amino acids region get discount “ feed amino acids market ” available http//wwwrnrmarketresearchcom/contacts/discount ? rname=50288 main factors drive demand feed amino acids include increase consumption animal-based products , increase feed production , standardization meat products owing disease outbreaks , implementation innovative animal husbandry practices improve meat quality , increase support governments environmentalists multiple benefits associated amino acid supplementation feed additionally , increase demand nutritional supplements monogastric animals one major opportunities manufacturers feed amino acids market however , alternative protein sources stringent regulatory framework restraining factors market basis type , threonine segment projected fastest-growing ecast period threonine essential amino acid added feed balance amino acid requirement animal ’ body helps optimize growth reduce nitrogen excreta apart , also helps maintaining immunity gut integrity deficiency impacts animal growth could result digestive problems l-threonine also helps better utilization lysine , optimizes feed mulations , reduces cost animal production nitrogen excretion factors drive threonine segment feed amino acids market inquire complete report copy feed amino acids market type ( lysine , methionine , threonine , tryptophan ) , livestock ( ruminants , swine , poultry , aquaculture ) , ( dry , liquid ) , region ( north america , europe , asia pacific , south america row ) – ecast 2022 http//wwwrnrmarketresearchcom/contacts/inquire-bee-buying ? rname=50288 target audience manufacturers/suppliers feed manufacturers processors feed amino acid suppliers research development laboratories regulatory bodies intermediary suppliers end users feed producers livestock producers animal husbandries poultry farms make order report http//wwwrnrmarketresearchcom/contacts/purchase ? rname=50288 report segments feed amino acids market basis type , livestock , , region terms insights , research report focused various levels analyses—trade analysis , supply chain analysis , company profiles , together comprise discuss basic views competitive landscape , emerging high-growth segments global feed amino acids market , high-growth regions , countries , government initiatives , drivers , restraints , opportunities us rnrmarketresearchcom single source market research needs database includes 100,000+ market research reports 95 leading global publishers in-depth market research studies 5000 micro markets comprehensive inmation publishers industries publish market research reports , help purchase decision mapping inmation needs huge collection reports contact us corporate headquarters 2nd floor , metropole , next inox theatre , bund garden road , pune-411001 + 1 888 391 5441 sales @ rnrmarketresearchcom",2018-01-25 20:13:50.426130,2018-02-02 01:19:41.756632,2018-02-02 01:19:41.756664,Feed Amino Acids Market – Competitive Landscape and Regional Analysis by 2017-2022,,,[''],,,
67,67,11593,washingtonexaminer.com,political,http://www.washingtonexaminer.com/us-support-for-unrwa-has-gone-on-long-enough/article/2646140,"united states slashed contribution un relief works agency palestinian refugees $ 65 million , still gave agency $ 60 million ’ $ 60 million much unrwa become poster child un bureaucratic bloat , mission creep , twisted morality unrwa founded 1949 help palestinian refugees displaced israel ’ war independence even decision questionable , putting israel ’ creation aside , 1940s alone , wars created 40 million refugees world war ii , course , 1947 partition india also displaced 14 million persons created millions refugees wake israel ’ creation , arab states expelled hundreds thousands jews un created united nations high commissioner refugees permanent agency charged refugee assistance protection individual palestinian arab families suffered dislocation tragedy , hardly alone alone , however , un agency created cater specifically still , un created unrwa , meant temporary agency address temporary problem resettled palestinian refugees , job done shut doors ever dissolve 1951 report un general assembly , unrwa reported , “ must firm goal terminating relief operations sustained relief operations inevitably contain germ human deterioration ” right , arab state rejectionism got way arab states like egypt , syria , iraq quickly concluded could use unrwa perpetuate problem , undercut normalization israel , transm aid agency weapon israel rest history current unrwa commissioner general pierre krahenbuhl unrwa spokesman chris gunness born years unrwa meant dissolve unrwa ’ track record make worth saving unhcr resettled refugees allowed get lives , unrwa actively undercut settlement embraced unique definition refugee differs unhcr used everywhere else world consider india pakistan used definition refugee partition unrwa embraces , would 100 million refugees south asia today unrwa helped make palestinians largest per capita recipient aid earth , least show problem ’ waste money , however almost quarter-century palestinian authority began , unrwa eroded rather supported foundations good governance , unrwa promises take care housing , education , support , ’ palestinian authority sometime-partner hamas spend money terror pensions , terror tunnels , arsenal rockets ? add mix unrwa incompetence schools used arsenals , school books teaching incitement , unrwa employees moonlighting bomb makers , terror recruitment unrwa high schools problem even worse unrwa denials complicity activities , taken face value , acknowledgment poor oversight ’ long past time cut unrwa ask unhcr take palestinians deserve apolitical agency rather amplifier radicalism waste unrwa become cancer seek peace reconciliation , also entire un system unrwa 1951 right permanence virtue ; ’ impediment michael rubin ( @ mrubin1971 ) contributor washington examiner 's beltway confidential blog resident scholar american enterprise institute mer pentagon official would like write op-ed washington examiner , please read guidelines submissions",2018-01-25 16:17:44.789555,2018-02-02 01:19:41.756632,2018-02-02 01:19:41.756664,US support for UNRWA has gone on long enough,Michael Rubin,,"['Blog Contributors', 'Refugees', 'Palestinian Authority', 'Hamas', 'Palestinians', 'History', 'Middle East', 'United Nations', 'Terrorism', 'Israel', 'Opinion', 'Beltway Confidential']","When the U.N. created UNRWA, it was meant to be a temporary agency to address a temporary problem.",,
5,5,899,blackagendareport.com,unreliable,https://blackagendareport.com/articlelist/Media%20and%20Culture,“ republicans democrats alike willing turn government coffers bezos ilk rights people damned ”,2018-01-25 16:17:44.789555,2018-02-02 01:19:41.756632,2018-02-02 01:19:41.756664,Black Agenda Report,"Margaret Kimberley, Bar Editor, Senior Columnist, Glen Ford, Bar Executive Editor, Nellie Bailey, Kyle Fraser, Black Agenda Radio Producer, Nellie Bailiey",,[''],,,
209,209,34197,awarenessact.com,conspiracy,https://awarenessact.com/japan-vows-to-never-declare-war-ever-again-calling-for-a-world-free-of-nuclear-weapons/,"ceremony mark 72nd anniversary hiroshima anniversary japan ’ prime minister made eft call world peace according shinzo abe japan work towards eternal world peace may know , japan undergone two atomic bombs dropped us first hiroshima second days later nagasaki ; atomic bomb hiroshima detonated around 600 meters city killed 140,000 effectively end second world war huge price japan never willing pay sadly , commemoration overshadowed threat posed north korea last month , north korean military tested two intercontinental ballistic missiles major us cities like chicago within range attack according japan times , around 50,000 people attended ceremony included representatives 80 nations kind nuclear bomb dropped today would cause much damage hiroshima bomb combined one dropped nagasaki far , japan country endure nuclear attack , changed country ever kazumi matsui ceremony mentioned asked central government time help making treaty banning nuclear weapons speech , matsui demanded government give assistance compassion elder hibakusha well many others also suffering mentally physically effects radiation japan times reports city officials claim ‘ many others ’ reference referring people affected march 2011 triple core meltdown fukushima 1 nuclear power plant ceremony another japanese male , hiroshima native masaharu masuda offered prayer parents experienced bombing , every year masuda says disappointed japanese government ’ response nuclear ban treaty worries world losing interest hiroshima ’ message said , shinzo abe defends decision saying realistic approach needed order reach goal living world without nuclear weapons devastating events occurred hiroshima nagasaki never gotten message comes remembering shared world wide something happen anywhere anytime toys world leaders playing god feel stand controversy surrounding nuclear weapons ? one see place world , ’ great wake day without possibility nuclear bomb massacring friends family ? heart breaking people country must suffer governments get along properly",2018-01-25 20:13:50.426130,2018-02-02 01:19:41.756632,2018-02-02 01:19:41.756664,Japan Vows to Never Declare War Ever Again Calling For A World Free of Nuclear Weapons,Gerald Sinclair,,[''],,"devastating, nations, Japan, peace, Nuclear Weapons, ceroemony, interesting, representatives, Nagasaki, atomic bombs, Hiroshima, World Peace, bombings, suffering",
195,195,30453,beforeitsnews.com,fake,http://beforeitsnews.com/spirit/2015/12/regaining-your-confidence-2498110.html,"regaining confidence headline bitcoin blockchain searches exceed trump ! blockchain stocks next ! om times leading voice conscious community articles covering full spectrum conscious living click see share regaining confidence carl greer , phd , psyd lose confidence loss failure ? ’ particularly big loss failure , part series failures , may difficult faith afterward lost confidence affect years become embedded story recurring theme seems life even try hide insecurity , others may pick telegraph though words , actions , attitudes , body language , matter much try , seem bad luck sabotage successes ’ know failure becomes self-fulfilling prophecy ’ known someone seems air desperation fear achieving goal—and person may us ! experienced loss confidence resulting fear ’ never get back helpful think lost confidence lost soul part separated reclaimed reabsorbed reintegrated discovering part confidence arena , reclaim energy confidence let propel ward failed business business job job , might spend time pursuing interest achieved success might even discover seed new business many entrepreneurs built successful businesses around talent skill previously undervalued , energetic imprint failure simply aspect vulnerable feel insecure , ’ recognizing ’ expertise , control limited , much learn vulnerability buddhists call ‘ beginner ’ mind ’ asset need learn something new confidence may build achieve mastery recognizing master first step becoming one may need learn developing healthy relationship business partnership may need learn art tolerating discomt discovering weaknesses holes understanding om times leading voice conscious community articles covering full spectrum conscious living click see share source http//omtimescom/2015//regaining-your-confidence/",2018-01-25 16:17:44.789555,2018-02-02 01:19:41.756632,2018-02-02 01:19:41.756664,Regaining Your Confidence,Omtimes Magazine,,[''],,,
56,56,9403,beforeitsnews.com,fake,http://beforeitsnews.com/gadgets/2017/08/9717226478-spy-playing-cards-in-delhi-india-2449886.html,"scenarios , playing cards lead towards path earning big amount presently , many people investing large amount money gambling enter casinos earn huge amount spending less money love gambling try luck amazing product create path success cards maximum benefit soft contact lenses need wear carefully less harmful highly effective using contact lenses , easily view card rival without breaking attention contact lenses unnoticeable affect eyes",2018-01-25 16:17:44.789555,2018-02-02 01:19:41.756632,2018-02-02 01:19:41.756664,"9717226478, Spy Playing Cards in Delhi India",,,[''],,,
174,174,26929,beforeitsnews.com,fake,http://beforeitsnews.com/press-releases/2017/09/benzalkonium-chloride-industry-2017-global-market-trend-profit-growth-and-key-manufacturers-analysis-report-3195022.html,"benzalkonium chloride industry 2017 global market trend , profit , growth key manufacturers analysis report % readers think story fact add two cents headline bitcoin blockchain searches exceed trump ! blockchain stocks next ! global benzalkonium chloride industry report 2017 professional indepth study current state benzalkonium chloride market inquire inmation @ http//wwwdeepresearchreportscom/contacts/inquire-bee-buyphp ? name=457436 report provides basic overview industry including definitions , classifications , applications industry chain structure benzalkonium chloride market analysis provided international markets including development trends , competitive landscape analysis , key regions development status complete report benzalkonium chloride market spread across 106 pages , profiling companies supported tables figures ; access report @ http//wwwdeepresearchreportscom/contacts/inquiryphp ? name=457436 analysis benzalkonium chloride industry key manufacturers united states lime minerals , sudbury lime , renegade gas , gilmour company , austin white lime company , lhoist north america development policies plans discussed well manufacturing processes cost structures also analyzed report also states import/export consumption , supply demand figures , cost , price , revenue gross margins report focuses global major leading benzalkonium chloride market players providing inmation company profiles , product picture specification , capacity , production , price , cost , revenue contact inmation upstream raw materials equipment downstream demand analysis also carried benzalkonium chloride industry development trends marketing channels analyzed finally feasibility new investment projects assessed overall research conclusions offered list tables figures report provides key statistics state industry valuable source guidance direction companies individuals interested market",2018-01-25 16:17:44.789555,2018-02-02 01:19:41.756632,2018-02-02 01:19:41.756664,"Benzalkonium Chloride Industry 2017: Global Market Trend, Profit, Growth and Key Manufacturers Analysis Report",,,[''],,,
77,77,13022,beforeitsnews.com,fake,http://beforeitsnews.com/health/2017/12/legionnaires-in-the-water-proximity-to-connecticut-watersheds-linked-to-increased-risk-of-infection-2804584.html,"legionnaires ’ water proximity connecticut watersheds linked increased risk infection headline bitcoin blockchain searches exceed trump ! blockchain stocks next ! russel davis / natural news connecticut residents living near state ’ rivers within specific watersheds may want steer clear water sources recently published study journal infectious diseases discovered link close proximity waterways increased number legionnaires ’ disease infections study carried team researchers yale school public health , yale school estry environmental studies , connecticut department public health based analyzed cases non-outbreak legionellosis required hospital admissions jan 1 , 1999 dec 31 , 2015 data 17-year study revealed increased rainfall stream flow tied increase legionnaires ’ disease cases across state likewise , research team found natural water reservoirs played central role people contract respiratory disease called sporadic legionellosis scientists also observed people living within 10 miles quinebaug river hockanum brook highest likelihood contracting disease contrast , living near saugatuck river western connecticut shetucket river eastern connecticut lowest odds illness according research team , increase disease rates may explained two things bacterial aerosolization residential water contamination scientists explained water could aerosolized power plants sewage treatment plants use rivers cooling treatment processes , turn lead immense bacterial proliferation result , residential water supplies become susceptible contamination , thus increasing risk infection “ findings demonstrate natural environment could greater role influencing risk disease previously thought contrasts common view building water systems cooling towers main source exposure many cases rivers watersheds could proxies areas heightened risk due poorly treated drinking water well-water use defining mechanism behind link rainfall legionellosis next step likely requires investigation role drinking water sporadic cases disease rainfall affect water quality , ” lead author kelsie cassell said press release however , scientists noted research warranted better determine whether rainfall river turbulence could exacerbate bacterial aerosolization residential water contamination cdc legionnaires ’ outbreaks us increased nearly fourfold 15 years report centers disease control prevention ( cdc ) revealed cases legionnaires ’ disease nearly quadrupled across united states period 15 years according report , 5,000 americans diagnosed disease 2015 alone cdc also stated 20 legionellosis outbreaks occurred year moreover , federal agency noted rate reported cases legionellosis increased nearly fourfold 42 162 cases per 100,000 persons 2000 2014 ( related another outbreak disneyland legionnaire ’ disease infections tied contaminated water coolers ) “ large recent outbreaks new york city flint , michigan brought attention disease highlight need understand outbreaks occur best prevent people unnecessarily avoidably getting sick dying preventable infections cases carry high price tag annual cost treating legionnaires ’ disease , based hospital claims , $ 434 million , ” cdc director tom frieden told washington post online according cdc , outbreaks might effectively mitigated proper disinfectant use , appropriate water temperature control , health safety measures https//wwwnaturalnewscom/2017 -- 25-legionnaires-in-the-water-study-links-proximity-connecticut-watershedshtml read great articles https//wwwnaturalnewscom",2018-01-25 16:17:44.789555,2018-02-02 01:19:41.756632,2018-02-02 01:19:41.756664,Legionnaires’ in the Water: Proximity to Connecticut Watersheds Linked to Increased Risk of Infection,John Rolls,,[''],,,
91,91,15468,beforeitsnews.com,fake,http://beforeitsnews.com/science-and-technology/2017/09/yawning-why-is-it-so-contagious-and-why-should-it-matter-2901347.html,"headline bitcoin blockchain searches exceed trump ! blockchain stocks next ! feeling tired ? even ’ tired , yawn someone else ? experts university nottingham published research suggests human propensity contagious yawning triggered automatically primitive reflexes primary motor cortex — area brain responsible motor function study — ‘ neural basis contagious yawning ’ — published academic journal current biology another stage research underlying biology neuropsychiatric disorders search new methods treatment latest findings show ability resist yawning someone else near us yawns limited urge yawn increased instructed resist yawning , matter hard try stifle yawn , might change yawn ’ alter propensity yawn importantly , discovered urge yawn — propensity contagious yawning — individual one us stephen jackson , professor cognitive neuroscience , school psychology , led multidisciplinary study said “ suggest findings may particularly important understanding association motor excitability occurrence echophenomena wide range clinical conditions linked increased cortical excitability and/or decreased physiological inhibition epilepsy , dementia , autism , tourette syndrome ” echophenomena ’ human trait contagious yawning triggered involuntarily observe another person yawn — common echophenomena — automatic imitation another ’ words ( echolalia ) actions ( echopraxia ) ’ humans propensity contagious yawning — chimpanzees dogs credit steve evans wikimedia commonsechophenomena also seen wide range clinical conditions linked increased cortical excitability and/or decreased physiological inhibition epilespsy , dementia , autism tourette syndrome neural basis contagious yawning neural basis echophenomena unknown test link motor excitability neural basis contagious yawning nottingham research team used transcranial magnetic stimulation ( tms ) recruited 36 adults help study volunteers viewed video clips showing someone else yawning instructed either resist yawning allow yawn",2018-01-25 16:17:44.789555,2018-02-02 01:19:41.756632,2018-02-02 01:19:41.756664,Yawning — Why Is It So Contagious and Why Should It Matter?,Alton Parrish,,[''],,,
87,87,14967,washingtonexaminer.com,political,http://www.washingtonexaminer.com/venezuelas-socialist-president-tells-trump-get-your-dirty-hands-out-of-here/article/2623676,"venezuelan president nicolas maduro told president trump stop `` meddling '' country 's affairs friday us implemented sanctions south american country '' enough meddling go home , donald trump get venezuela , '' maduro yelled televised speech `` get dirty hands '' socialist leader 's condemnation comes day white house imposed sanctions chief judge seven members venezuela 's supreme court move intended punishment invalidating opposition-led congress earlier year , move later rescinded maduro 's administration targeted street protesters since november attempt shut opposition government '' extreme positions government starting confirmed discriminatory , racist , xenophobic genocidal nature us elites humanity people , heightened new administration asserts white anglo-saxon supremacy , '' venezuelan government said statement",2018-01-25 16:17:44.789555,2018-02-02 01:19:41.756632,2018-02-02 01:19:41.756664,Venezuela's socialist president tells Trump: 'Get your dirty hands out of here',Anna Giaritelli,,"['Anna Giaritelli', 'Nicolas Maduro', 'South America', 'Venezuela', 'Socialism', 'Donald Trump', 'National Security', 'News', 'Politics']","'Enough meddling ... Go home, Donald Trump. Get out of Venezuela,' Nicolas Maduro yelled in a speech Friday.",,
103,103,17604,willyloman.wordpress.com,,https://willyloman.wordpress.com/category/steven-crowder/,"posted willyloman scott creighton update gop official virginia calls union members “ terrorists ” shawn kenney , merly served communications director state gop chairman fluvanna co board supervisors , posted entry blog titled , “ ’ negotiate ( union ) terrorists ” post features video brief fight occurred outside michigan state capitol bee video , kenney writes “ …and people terrorists ” think progress wonder means ronald reagan terrorist well ——- crowder admits coming tent “ pushing ’ demonstrators video fox finally aired , unedited one , ’ clear stance left arm extended , hit man video stills demonstrator swinging crowder , one shot angle , still ’ surfaced one probably shows crowder ducking camera hitting protester wonder steven ’ file complaint police ——- “ course currently ” course warning years standard operating procedure neoliberalize country , country , demonize remove “ leftists ” already begun earnest america “ hannity , course , completely supportive crowder ’ version events , seemed downright eager use inflame hostility toward liberals hannity said incident represents “ ugly twisted dark soul liberalism , ” accused left “ becoming increasingly vicious violent ” said “ thugs ” need “ restrained ” “ arrested ” said , “ law order prevail ’ , violence going spread , blood streets point , people may , fact , die ’ course currently ” ” newshound course seemed eager use demonize left ’ smart enough pick side , side ’ getting rounded death squads yemen , libya , afghanistan , pakistan , iraq , somalia , south sudan , uganda others side ’ rounded countries neoliberalized like iran shah , nicaragua , chile , russia , indonesia india name continue reading → advertisements filed scott creighton , steven crowder | 10 comments »",2018-01-25 16:17:44.789555,2018-02-02 01:19:41.756632,2018-02-02 01:19:41.756664,American Everyman,,,[''],Posts about Steven Crowder written by willyloman,,
167,167,26150,washingtonsblog.com,bias,http://www.washingtonsblog.com/2012/08/because-i-was-silent-when-they-came-for-others-when-they-came-for-me-there-was-no-one-left-to-speak-out.html,"silent came … one left help came first tortured us citizen gang member … remained silent ; ’ criminal tortured us citizen , whistleblower navy veteran … remained silent ; ’ whistleblower locked attorney representing accused criminals … remained silent ; ’ defense attorney arrested young father walking son simply told dick cheney disagreed policies … remained silent ; ’ never talked important politician said entertainer killed questioned government ’ version important historical event … remained silent ; ’ entertainer arrested people demanding congress hold president constitution … speak ; ’ never protested washington arrested man holding sign … held tongue ; ’ never held kind sign broke minister ’ leg wanted speak public event … said nothing ; ’ religious leader shot student taser gun arrested asking question politician public event … remained silent ; ’ student started labeling virtually every innocent normal behavior marking americans “ potential terrorists ” … remained silent ; ’ want called terrorist threw political dissenters psychiatric wards … remained silent ; ’ want seen crazy declared could label us citizens living us soil “ unlawful enemy combatants ” imprison indefinitely without access attorney … remained silent ; ’ want labeled enemy declared could assassinate us citizens living us soil without due process law … remained silent ; ’ want list came , everyone silent ; one left speak inspired poem first came martin niemöller , written nazis originally wrote poem 2007 updated additional verses current events unfolded",2018-01-25 16:17:44.789555,2018-02-02 01:19:41.756632,2018-02-02 01:19:41.756664,I Will Stand Up For You If You Stand Up For Me,"Posted On, Sam Oconnel, President Ron Paul",,[''],,Podcasts from Boiling Frogs,
242,242,38736,www.newsmax.com,,https://www.newsmax.com/politics/chuck-schumer-donald-trump-blamed-government-shutdown/2018/01/09/id/836078/,"senate minority leader chuck schumer , d-ny , said president donald trump get blame government ced shut fight funds border wall , hill reported '' president goes path insists wall shut government , said back september , make mistake , government shutdown fall entirely , entirely shoulders , '' said tuesday hill noted trump demanded proposed wall along mexican border included immigration deal democrats seeking replacement deferred action childhood arrivals program trump announced last year ending program , protects immigrants brought us kids deported , website said president gave congress time come replacement hill reported wall emerged biggest obstacle getting government funding bill passed congressional lawmakers jan 19 prevent shutdown '' president trump fighting empty symbol rather smart policy actually produce better security borders , '' schumer said `` medieval wall ca n't see across length southern border make us safer '' trump asking $ 18 billion build repair 700 miles border structures twitter , schumer noted money could used hire customs border protection agents upgrade surveillance along border also posted video reminding people trump promised mexico paying wall",2018-01-25 20:13:50.426130,2018-02-02 01:19:41.756632,2018-02-02 01:19:41.756664,Schumer: Trump Will Be Blamed for Any Govt Shutdown,Jeffrey Rodack,,"['chuck schumer', 'donald trump', 'blamed', 'government shutdown']","Senate Minority Leader Chuck Schumer, D-N.Y., said President Donald Trump will get the blame if the government is forced to shut down because of a fight over funds for a border wall, The Hill reported.","Donald Trump, Russia, Trump Administration, Gun Rights, ISIS/Islamic State",
